START DATE | TIME,MAIN LATERAL,CFS,ORDER #,STATUS,DISTRICT,LINE / HEAD
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 3
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 4
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 5
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
0,0,0.00,0,0,WEST - District,T HEAD 6
45153.47917,"N3-T3, , , ",8.00,8211,OPEN,WEST - District,N HEAD 1
45153.47917,"N-T16, , , ",7.00,8378,0,WEST - District,N HEAD 1
45153.89583,"N-T16, , , ",16.00,8607,0,WEST - District,N HEAD 1
45153.97917,"N-T14, , , ",12.00,8606,0,WEST - District,N HEAD 1
45154.14583,"N-T14, , , ",12.00,8603,0,WEST - District,N HEAD 1
45154.5,"N-T15, , , ",6.00,8913,0,WEST - District,N HEAD 1
45154.58333,"N-T10, , , ",16.00,8878,0,WEST - District,N HEAD 1
45154.64583,0,0.00,0,0,WEST - District,N HEAD 1
45155.125,"N2-T1 (METER), , , ",24.00,8760,0,WEST - District,N HEAD 1
45156.25,"N5-C2 (METER), , , ",20.00,8841,0,WEST - District,N HEAD 1
45157.25,"N8-T1, , , ",24.00,8840,0,WEST - District,N HEAD 1
45157.45833,"N9-T3, , , ",8.00,8903,0,WEST - District,N HEAD 1
45158.5,"N12-T1, , , ",5.00,8849,0,WEST - District,N HEAD 1
45158.58333,"N-T13, , , ",12.00,8852,0,WEST - District,N HEAD 1
45158.66667,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 1
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
0,0,0.00,0,0,WEST - District,N HEAD 2
45152.54167,"A9-4-T3 (METER), , , ",25.00,8420,0,WEST - District,VAE HEAD 1
45153.375,0,0.00,0,0,WEST - District,VAE HEAD 1
45153.39583,"V-T1 (METER), , , ",24.00,8398,0,WEST - District,VAE HEAD 1
45155.0625,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
0,0,0.00,0,0,WEST - District,VAE HEAD 1
45152.82639,"A5-T5 (METER), , , ",20.00,8605,OPEN,WEST - District,VAE HEAD 2
45153.33333,"A5-T6 (METER), , , ",20.00,8611,0,WEST - District,VAE HEAD 2
45153.37514,"A5-T3 (METER), , , ",20.00,8612,0,WEST - District,VAE HEAD 2
45153.50014,"A5-2-T2 (METER), A5-2-T3 (METER), , ",22.00,8677,0,WEST - District,VAE HEAD 2
45153.70847,0,0.00,0,0,WEST - District,VAE HEAD 2
45153.83347,"E1-2-T1, , , ",20.00,8715,0,WEST - District,VAE HEAD 2
45154.06264,"E1-3-T2 (METER), , , ",20.00,8690,0,WEST - District,VAE HEAD 2
45154.29181,"E1-T15 (METER), E1-T16 (METER), E1-T17 (METER), E1-T18 (METER)",25.00,8585,0,WEST - District,VAE HEAD 2
45155.08347,"E1-T19 (METER), , , ",25.00,8586,0,WEST - District,VAE HEAD 2
45155.27097,"E1-T13 (METER), , , ",25.00,8438,0,WEST - District,VAE HEAD 2
45155.52097,0,0.00,0,0,WEST - District,VAE HEAD 2
45155.52097,"A2-T1 (METER), A2-T9 (METER), , ",20.00,8679,0,WEST - District,VAE HEAD 2
45156.02097,"A2-T10 (METER), A2-T11 (METER), , ",22.00,8919,0,WEST - District,VAE HEAD 2
45156.85431,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 2
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
0,0,0.00,0,0,WEST - District,VAE HEAD 3
45153.34375,"V8-T11 (METER), , , ",28.00,8289,OPEN,WEST - District,VAE HEAD 4
45153.92708,0,0.00,0,0,WEST - District,VAE HEAD 4
45154.22917,"V1-T1, , , ",14.00,8727,0,WEST - District,VAE HEAD 4
45154.4375,"V1-T2 (METER), V1-T3 (METER), , ",18.00,8728,0,WEST - District,VAE HEAD 4
45154.72917,"V4-T1, V4-T3 (METER), , ",20.00,8777,0,WEST - District,VAE HEAD 4
45154.95833,"V4-T2 (METER), , , ",18.00,8422,0,WEST - District,VAE HEAD 4
45155.20833,"V2-T3, , , ",5.00,8827,0,WEST - District,VAE HEAD 4
45155.20833,"V2-T4, , , ",25.00,8791,0,WEST - District,VAE HEAD 4
45155.83333,"V4-T14 (METER), V4-T14A (METER), , ",20.00,8753,0,WEST - District,VAE HEAD 4
45156.45833,"V4-T12 (METER), , , ",16.00,8813,0,WEST - District,VAE HEAD 4
45156.64583,"V5-T1, , , ",11.00,8814,0,WEST - District,VAE HEAD 4
45157.14583,0,0.00,0,0,WEST - District,VAE HEAD 4
0,0,0.00,0,0,WEST - District,VAE HEAD 4
0,0,0.00,0,0,WEST - District,VAE HEAD 4
0,0,0.00,0,0,WEST - District,VAE HEAD 4
0,0,0.00,0,0,WEST - District,VAE HEAD 4
0,0,0.00,0,0,WEST - District,VAE HEAD 4
0,0,0.00,0,0,WEST - District,VAE HEAD 4
0,0,0.00,0,0,WEST - District,VAE HEAD 4
